Epoch: 0001 train_loss= 2.6481  train_acc= 0.1378  val_loss= 2.6336  val_acc= 0.1408  time= 4.7232 
Epoch: 0224 train_loss= 0.0153  train_acc= 1.0000  val_loss= 0.1984  val_acc= 0.9296  time= 0.2430 
Epoch: 0225 train_loss= 0.0150  train_acc= 1.0000  val_loss= 0.2070  val_acc= 0.9296  time= 0.2880 
Epoch: 0226 train_loss= 0.0153  train_acc= 1.0000  val_loss= 0.2484  val_acc= 0.9296  time= 0.3131 
Epoch: 0227 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2509  val_acc= 0.9296  time= 0.2461 
Epoch: 0228 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2475  val_acc= 0.9296  time= 0.2567 
Epoch: 0229 train_loss= 0.0160  train_acc= 1.0000  val_loss= 0.2449  val_acc= 0.9437  time= 0.2636 
Epoch: 0230 train_loss= 0.0158  train_acc= 1.0000  val_loss= 0.2332  val_acc= 0.9437  time= 0.2286 
Epoch: 0231 train_loss= 0.0150  train_acc= 1.0000  val_loss= 0.2251  val_acc= 0.9296  time= 0.2321 
Epoch: 0232 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2113  val_acc= 0.9296  time= 0.2601 
Epoch: 0233 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2025  val_acc= 0.9296  time= 0.2854 
Epoch: 0234 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2144  val_acc= 0.9296  time= 0.2796 
Epoch: 0235 train_loss= 0.0148  train_acc= 1.0000  val_loss= 0.2150  val_acc= 0.9296  time= 0.2904 
Epoch: 0236 train_loss= 0.0151  train_acc= 1.0000  val_loss= 0.2253  val_acc= 0.9296  time= 0.2931 
Epoch: 0237 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2337  val_acc= 0.9296  time= 0.2817 
Epoch: 0238 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2309  val_acc= 0.9296  time= 0.2808 
Epoch: 0239 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2229  val_acc= 0.9296  time= 0.2601 
Epoch: 0240 train_loss= 0.0149  train_acc= 1.0000  val_loss= 0.1991  val_acc= 0.9296  time= 0.2398 
Epoch: 0241 train_loss= 0.0149  train_acc= 1.0000  val_loss= 0.1920  val_acc= 0.9437  time= 0.2355 
Epoch: 0242 train_loss= 0.0150  train_acc= 1.0000  val_loss= 0.1909  val_acc= 0.9437  time= 0.2819 
Epoch: 0243 train_loss= 0.0149  train_acc= 1.0000  val_loss= 0.1875  val_acc= 0.9437  time= 0.2364 
Epoch: 0244 train_loss= 0.0149  train_acc= 1.0000  val_loss= 0.1964  val_acc= 0.9296  time= 0.2371 
Epoch: 0245 train_loss= 0.0145  train_acc= 1.0000  val_loss= 0.2028  val_acc= 0.9296  time= 0.2556 
Epoch: 0246 train_loss= 0.0146  train_acc= 1.0000  val_loss= 0.2118  val_acc= 0.9296  time= 0.2309 
Epoch: 0247 train_loss= 0.0145  train_acc= 1.0000  val_loss= 0.2139  val_acc= 0.9296  time= 0.2335 
Epoch: 0248 train_loss= 0.0144  train_acc= 1.0000  val_loss= 0.2124  val_acc= 0.9437  time= 0.2781 
Epoch: 0249 train_loss= 0.0141  train_acc= 1.0000  val_loss= 0.2017  val_acc= 0.9437  time= 0.2660 
Epoch: 0250 train_loss= 0.0138  train_acc= 1.0000  val_loss= 0.1828  val_acc= 0.9296  time= 0.2784 
Epoch: 0251 train_loss= 0.0146  train_acc= 1.0000  val_loss= 0.1799  val_acc= 0.9296  time= 0.2858 
Epoch: 0252 train_loss= 0.0143  train_acc= 1.0000  val_loss= 0.1852  val_acc= 0.9296  time= 0.2504 
Epoch: 0253 train_loss= 0.0141  train_acc= 1.0000  val_loss= 0.1828  val_acc= 0.9296  time= 0.2554 
Epoch: 0254 train_loss= 0.0141  train_acc= 1.0000  val_loss= 0.1805  val_acc= 0.9296  time= 0.2578 
Epoch: 0255 train_loss= 0.0142  train_acc= 1.0000  val_loss= 0.1813  val_acc= 0.9296  time= 0.2940 
Epoch: 0256 train_loss= 0.0146  train_acc= 1.0000  val_loss= 0.1859  val_acc= 0.9296  time= 0.3200 
Epoch: 0257 train_loss= 0.0141  train_acc= 1.0000  val_loss= 0.1918  val_acc= 0.9296  time= 0.2747 
Epoch: 0258 train_loss= 0.0141  train_acc= 1.0000  val_loss= 0.2063  val_acc= 0.9296  time= 0.2535 
Epoch: 0259 train_loss= 0.0143  train_acc= 1.0000  val_loss= 0.1960  val_acc= 0.9296  time= 0.2406 
Epoch: 0260 train_loss= 0.0143  train_acc= 1.0000  val_loss= 0.1757  val_acc= 0.9296  time= 0.2661 
Epoch: 0261 train_loss= 0.0144  train_acc= 1.0000  val_loss= 0.1682  val_acc= 0.9296  time= 0.2297 
Epoch: 0262 train_loss= 0.0141  train_acc= 1.0000  val_loss= 0.1771  val_acc= 0.9296  time= 0.2596 
Epoch: 0263 train_loss= 0.0141  train_acc= 1.0000  val_loss= 0.1835  val_acc= 0.9296  time= 0.2598 
Epoch: 0264 train_loss= 0.0137  train_acc= 1.0000  val_loss= 0.1703  val_acc= 0.9437  time= 0.2865 
Epoch: 0265 train_loss= 0.0140  train_acc= 1.0000  val_loss= 0.1577  val_acc= 0.9437  time= 0.2543 
Epoch: 0266 train_loss= 0.0139  train_acc= 1.0000  val_loss= 0.1575  val_acc= 0.9437  time= 0.2878 
Epoch: 0267 train_loss= 0.0139  train_acc= 1.0000  val_loss= 0.1618  val_acc= 0.9437  time= 0.3046 
Epoch: 0268 train_loss= 0.0138  train_acc= 1.0000  val_loss= 0.1559  val_acc= 0.9437  time= 0.2471 
Epoch: 0269 train_loss= 0.0137  train_acc= 1.0000  val_loss= 0.1432  val_acc= 0.9296  time= 0.2743 
Epoch: 0270 train_loss= 0.0134  train_acc= 1.0000  val_loss= 0.1405  val_acc= 0.9296  time= 0.2499 
Epoch: 0271 train_loss= 0.0131  train_acc= 1.0000  val_loss= 0.1404  val_acc= 0.9296  time= 0.2611 
Epoch: 0272 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1386  val_acc= 0.9437  time= 0.2534 
Epoch: 0273 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1437  val_acc= 0.9437  time= 0.2904 
Epoch: 0274 train_loss= 0.0129  train_acc= 1.0000  val_loss= 0.1455  val_acc= 0.9437  time= 0.2892 
Epoch: 0275 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1525  val_acc= 0.9296  time= 0.2664 
Epoch: 0276 train_loss= 0.0130  train_acc= 1.0000  val_loss= 0.1685  val_acc= 0.9296  time= 0.2270 
Epoch: 0277 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1779  val_acc= 0.9296  time= 0.2465 
Epoch: 0278 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1614  val_acc= 0.9296  time= 0.2993 
Epoch: 0279 train_loss= 0.0130  train_acc= 1.0000  val_loss= 0.1491  val_acc= 0.9437  time= 0.2424 
Epoch: 0280 train_loss= 0.0130  train_acc= 1.0000  val_loss= 0.1452  val_acc= 0.9437  time= 0.2971 
Epoch: 0281 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1455  val_acc= 0.9296  time= 0.2405 
Epoch: 0282 train_loss= 0.0137  train_acc= 1.0000  val_loss= 0.1486  val_acc= 0.9437  time= 0.2959 
Epoch: 0283 train_loss= 0.0130  train_acc= 1.0000  val_loss= 0.1491  val_acc= 0.9296  time= 0.2504 
Epoch: 0284 train_loss= 0.0127  train_acc= 1.0000  val_loss= 0.1573  val_acc= 0.9155  time= 0.2624 
Epoch: 0285 train_loss= 0.0130  train_acc= 1.0000  val_loss= 0.1479  val_acc= 0.9437  time= 0.2454 
Epoch: 0286 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1441  val_acc= 0.9437  time= 0.2335 
Epoch: 0287 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1451  val_acc= 0.9437  time= 0.2280 
Epoch: 0288 train_loss= 0.0132  train_acc= 1.0000  val_loss= 0.1641  val_acc= 0.9437  time= 0.2723 
Epoch: 0289 train_loss= 0.0138  train_acc= 1.0000  val_loss= 0.1777  val_acc= 0.9437  time= 0.2812 
Epoch: 0290 train_loss= 0.0129  train_acc= 1.0000  val_loss= 0.1775  val_acc= 0.9437  time= 0.2449 
Epoch: 0291 train_loss= 0.0144  train_acc= 1.0000  val_loss= 0.1825  val_acc= 0.9296  time= 0.2959 
Epoch: 0292 train_loss= 0.0131  train_acc= 1.0000  val_loss= 0.1795  val_acc= 0.9437  time= 0.3126 
Epoch: 0293 train_loss= 0.0138  train_acc= 1.0000  val_loss= 0.1803  val_acc= 0.9437  time= 0.2508 
Epoch: 0294 train_loss= 0.0136  train_acc= 1.0000  val_loss= 0.1827  val_acc= 0.9437  time= 0.2613 
Epoch: 0295 train_loss= 0.0133  train_acc= 1.0000  val_loss= 0.1452  val_acc= 0.9437  time= 0.2525 
Epoch: 0296 train_loss= 0.0159  train_acc= 1.0000  val_loss= 0.1439  val_acc= 0.9437  time= 0.2902 
Epoch: 0297 train_loss= 0.0129  train_acc= 1.0000  val_loss= 0.1407  val_acc= 0.9437  time= 0.2461 
Epoch: 0298 train_loss= 0.0133  train_acc= 1.0000  val_loss= 0.1358  val_acc= 0.9437  time= 0.2822 
Epoch: 0299 train_loss= 0.0133  train_acc= 1.0000  val_loss= 0.1389  val_acc= 0.9296  time= 0.2794 
Epoch: 0300 train_loss= 0.0144  train_acc= 1.0000  val_loss= 0.1430  val_acc= 0.9437  time= 0.3112 
Epoch: 0300  Test set results: loss= 0.1788  accuracy= 0.9786 Epoch: 0301 train_loss= 0.0141  train_acc= 1.0000  val_loss= 0.1549  val_acc= 0.9577  time= 0.2912 
Epoch: 0302 train_loss= 0.0131  train_acc= 1.0000  val_loss= 0.1538  val_acc= 0.9577  time= 0.2906 
Epoch: 0303 train_loss= 0.0129  train_acc= 1.0000  val_loss= 0.1518  val_acc= 0.9577  time= 0.2413 
Epoch: 0304 train_loss= 0.0135  train_acc= 1.0000  val_loss= 0.1540  val_acc= 0.9437  time= 0.2422 
Epoch: 0305 train_loss= 0.0122  train_acc= 1.0000  val_loss= 0.1442  val_acc= 0.9577  time= 0.2346 
Epoch: 0306 train_loss= 0.0127  train_acc= 1.0000  val_loss= 0.1433  val_acc= 0.9577  time= 0.2587 
Epoch: 0307 train_loss= 0.0126  train_acc= 1.0000  val_loss= 0.1405  val_acc= 0.9577  time= 0.2648 
Epoch: 0308 train_loss= 0.0113  train_acc= 1.0000  val_loss= 0.1305  val_acc= 0.9577  time= 0.2508 
Epoch: 0309 train_loss= 0.0114  train_acc= 1.0000  val_loss= 0.1408  val_acc= 0.9437  time= 0.2427 
Epoch: 0310 train_loss= 0.0116  train_acc= 1.0000  val_loss= 0.1508  val_acc= 0.9577  time= 0.2485 
Epoch: 0311 train_loss= 0.0116  train_acc= 1.0000  val_loss= 0.1532  val_acc= 0.9577  time= 0.2779 
Epoch: 0312 train_loss= 0.0115  train_acc= 1.0000  val_loss= 0.1389  val_acc= 0.9577  time= 0.2316 
Epoch: 0313 train_loss= 0.0113  train_acc= 1.0000  val_loss= 0.1250  val_acc= 0.9718  time= 0.2586 
Epoch: 0314 train_loss= 0.0115  train_acc= 1.0000  val_loss= 0.1176  val_acc= 0.9577  time= 0.2743 
Epoch: 0315 train_loss= 0.0111  train_acc= 1.0000  val_loss= 0.1125  val_acc= 0.9718  time= 0.2503 
Epoch: 0316 train_loss= 0.0115  train_acc= 1.0000  val_loss= 0.1121  val_acc= 0.9577  time= 0.2297 
Epoch: 0317 train_loss= 0.0112  train_acc= 1.0000  val_loss= 0.1032  val_acc= 0.9577  time= 0.2468 
Epoch: 0318 train_loss= 0.0110  train_acc= 1.0000  val_loss= 0.0987  val_acc= 0.9577  time= 0.2491 
Epoch: 0319 train_loss= 0.0107  train_acc= 1.0000  val_loss= 0.1028  val_acc= 0.9577  time= 0.2319 
Epoch: 0320 train_loss= 0.0104  train_acc= 1.0000  val_loss= 0.1144  val_acc= 0.9577  time= 0.2713 
Epoch: 0321 train_loss= 0.0103  train_acc= 1.0000  val_loss= 0.1205  val_acc= 0.9577  time= 0.2486 
Epoch: 0322 train_loss= 0.0104  train_acc= 1.0000  val_loss= 0.1215  val_acc= 0.9577  time= 0.2317 
Epoch: 0323 train_loss= 0.0104  train_acc= 1.0000  val_loss= 0.1286  val_acc= 0.9577  time= 0.2539 
Epoch: 0324 train_loss= 0.0105  train_acc= 1.0000  val_loss= 0.1335  val_acc= 0.9577  time= 0.2637 
Epoch: 0325 train_loss= 0.0102  train_acc= 1.0000  val_loss= 0.1333  val_acc= 0.9577  time= 0.2740 
Epoch: 0326 train_loss= 0.0101  train_acc= 1.0000  val_loss= 0.1339  val_acc= 0.9577  time= 0.2444 
Epoch: 0327 train_loss= 0.0101  train_acc= 1.0000  val_loss= 0.1349  val_acc= 0.9577  time= 0.2842 
Epoch: 0328 train_loss= 0.0098  train_acc= 1.0000  val_loss= 0.1220  val_acc= 0.9577  time= 0.3061 
Epoch: 0329 train_loss= 0.0099  train_acc= 1.0000  val_loss= 0.1134  val_acc= 0.9577  time= 0.2802 
Epoch: 0330 train_loss= 0.0097  train_acc= 1.0000  val_loss= 0.1070  val_acc= 0.9577  time= 0.2633 
Epoch: 0331 train_loss= 0.0097  train_acc= 1.0000  val_loss= 0.1065  val_acc= 0.9577  time= 0.2337 
Epoch: 0332 train_loss= 0.0096  train_acc= 1.0000  val_loss= 0.1139  val_acc= 0.9577  time= 0.2562 
Epoch: 0333 train_loss= 0.0095  train_acc= 1.0000  val_loss= 0.1188  val_acc= 0.9577  time= 0.2874 
Epoch: 0334 train_loss= 0.0100  train_acc= 1.0000  val_loss= 0.1258  val_acc= 0.9577  time= 0.3030 
Epoch: 0335 train_loss= 0.0095  train_acc= 1.0000  val_loss= 0.1239  val_acc= 0.9577  time= 0.3235 
Epoch: 0336 train_loss= 0.0094  train_acc= 1.0000  val_loss= 0.1181  val_acc= 0.9577  time= 0.2632 
Epoch: 0337 train_loss= 0.0090  train_acc= 1.0000  val_loss= 0.1122  val_acc= 0.9577  time= 0.3222 
Epoch: 0338 train_loss= 0.0091  train_acc= 1.0000  val_loss= 0.1122  val_acc= 0.9577  time= 0.2862 
Epoch: 0339 train_loss= 0.0095  train_acc= 1.0000  val_loss= 0.1197  val_acc= 0.9437  time= 0.2324 
Epoch: 0340 train_loss= 0.0091  train_acc= 1.0000  val_loss= 0.1147  val_acc= 0.9437  time= 0.2304 
Epoch: 0341 train_loss= 0.0088  train_acc= 1.0000  val_loss= 0.1019  val_acc= 0.9577  time= 0.2577 
Epoch: 0342 train_loss= 0.0089  train_acc= 1.0000  val_loss= 0.1009  val_acc= 0.9577  time= 0.2883 
Epoch: 0343 train_loss= 0.0087  train_acc= 1.0000  val_loss= 0.1149  val_acc= 0.9577  time= 0.2449 
Epoch: 0344 train_loss= 0.0093  train_acc= 1.0000  val_loss= 0.1303  val_acc= 0.9577  time= 0.2437 
Epoch: 0345 train_loss= 0.0092  train_acc= 1.0000  val_loss= 0.1441  val_acc= 0.9437  time= 0.2314 
Epoch: 0346 train_loss= 0.0089  train_acc= 1.0000  val_loss= 0.1439  val_acc= 0.9437  time= 0.2352 
Epoch: 0347 train_loss= 0.0086  train_acc= 1.0000  val_loss= 0.1277  val_acc= 0.9437  time= 0.2312 
Epoch: 0348 train_loss= 0.0087  train_acc= 1.0000  val_loss= 0.1228  val_acc= 0.9577  time= 0.2359 
Epoch: 0349 train_loss= 0.0087  train_acc= 1.0000  val_loss= 0.1352  val_acc= 0.9577  time= 0.2722 
Epoch: 0350 train_loss= 0.0090  train_acc= 1.0000  val_loss= 0.1498  val_acc= 0.9577  time= 0.2262 
Epoch: 0351 train_loss= 0.0087  train_acc= 1.0000  val_loss= 0.1472  val_acc= 0.9437  time= 0.2256 
Epoch: 0352 train_loss= 0.0084  train_acc= 1.0000  val_loss= 0.1381  val_acc= 0.9577  time= 0.2256 
Epoch: 0353 train_loss= 0.0085  train_acc= 1.0000  val_loss= 0.1412  val_acc= 0.9437  time= 0.2177 
Epoch: 0354 train_loss= 0.0084  train_acc= 1.0000  val_loss= 0.1357  val_acc= 0.9577  time= 0.2403 
Epoch: 0355 train_loss= 0.0079  train_acc= 1.0000  val_loss= 0.1248  val_acc= 0.9577  time= 0.2223 
Epoch: 0356 train_loss= 0.0079  train_acc= 1.0000  val_loss= 0.1228  val_acc= 0.9577  time= 0.2382 
Epoch: 0357 train_loss= 0.0080  train_acc= 1.0000  val_loss= 0.1216  val_acc= 0.9577  time= 0.2472 
Epoch: 0358 train_loss= 0.0081  train_acc= 1.0000  val_loss= 0.1296  val_acc= 0.9577  time= 0.2515 
Epoch: 0359 train_loss= 0.0079  train_acc= 1.0000  val_loss= 0.1334  val_acc= 0.9437  time= 0.2256 
Epoch: 0360 train_loss= 0.0083  train_acc= 1.0000  val_loss= 0.1148  val_acc= 0.9577  time= 0.2930 
Epoch: 0361 train_loss= 0.0089  train_acc= 1.0000  val_loss= 0.1140  val_acc= 0.9577  time= 0.2752 
Epoch: 0362 train_loss= 0.0082  train_acc= 1.0000  val_loss= 0.1096  val_acc= 0.9577  time= 0.2885 
Epoch: 0363 train_loss= 0.0081  train_acc= 1.0000  val_loss= 0.1079  val_acc= 0.9577  time= 0.2453 
Epoch: 0364 train_loss= 0.0082  train_acc= 1.0000  val_loss= 0.1206  val_acc= 0.9577  time= 0.2514 
Epoch: 0365 train_loss= 0.0084  train_acc= 1.0000  val_loss= 0.1366  val_acc= 0.9577  time= 0.2393 
Epoch: 0366 train_loss= 0.0078  train_acc= 1.0000  val_loss= 0.1378  val_acc= 0.9577  time= 0.2391 
Epoch: 0367 train_loss= 0.0080  train_acc= 1.0000  val_loss= 0.1305  val_acc= 0.9577  time= 0.2421 
Epoch: 0368 train_loss= 0.0081  train_acc= 1.0000  val_loss= 0.1282  val_acc= 0.9577  time= 0.2530 
Epoch: 0369 train_loss= 0.0076  train_acc= 1.0000  val_loss= 0.1198  val_acc= 0.9577  time= 0.2323 
Epoch: 0370 train_loss= 0.0073  train_acc= 1.0000  val_loss= 0.1206  val_acc= 0.9577  time= 0.2592 
Epoch: 0371 train_loss= 0.0077  train_acc= 1.0000  val_loss= 0.1369  val_acc= 0.9437  time= 0.2558 
Epoch: 0372 train_loss= 0.0078  train_acc= 1.0000  val_loss= 0.1357  val_acc= 0.9437  time= 0.3097 
Epoch: 0373 train_loss= 0.0073  train_acc= 1.0000  val_loss= 0.1155  val_acc= 0.9437  time= 0.2573 
Epoch: 0374 train_loss= 0.0071  train_acc= 1.0000  val_loss= 0.1109  val_acc= 0.9577  time= 0.2460 
Epoch: 0375 train_loss= 0.0072  train_acc= 1.0000  val_loss= 0.1139  val_acc= 0.9718  time= 0.2317 
Epoch: 0376 train_loss= 0.0073  train_acc= 1.0000  val_loss= 0.1244  val_acc= 0.9577  time= 0.2474 
Epoch: 0377 train_loss= 0.0074  train_acc= 1.0000  val_loss= 0.1366  val_acc= 0.9577  time= 0.2480 
Epoch: 0378 train_loss= 0.0074  train_acc= 1.0000  val_loss= 0.1378  val_acc= 0.9577  time= 0.2491 
Epoch: 0379 train_loss= 0.0071  train_acc= 1.0000  val_loss= 0.1360  val_acc= 0.9577  time= 0.2414 
Epoch: 0380 train_loss= 0.0073  train_acc= 1.0000  val_loss= 0.1344  val_acc= 0.9577  time= 0.2419 
Epoch: 0381 train_loss= 0.0071  train_acc= 1.0000  val_loss= 0.1302  val_acc= 0.9577  time= 0.2351 
Epoch: 0382 train_loss= 0.0072  train_acc= 1.0000  val_loss= 0.1281  val_acc= 0.9577  time= 0.2321 
Epoch: 0383 train_loss= 0.0071  train_acc= 1.0000  val_loss= 0.1237  val_acc= 0.9577  time= 0.2670 
Epoch: 0384 train_loss= 0.0068  train_acc= 1.0000  val_loss= 0.1166  val_acc= 0.9577  time= 0.2406 
Epoch: 0385 train_loss= 0.0071  train_acc= 1.0000  val_loss= 0.1179  val_acc= 0.9577  time= 0.2416 
Epoch: 0386 train_loss= 0.0067  train_acc= 1.0000  val_loss= 0.1317  val_acc= 0.9577  time= 0.2345 
Epoch: 0387 train_loss= 0.0068  train_acc= 1.0000  val_loss= 0.1415  val_acc= 0.9577  time= 0.2323 
Epoch: 0388 train_loss= 0.0066  train_acc= 1.0000  val_loss= 0.1401  val_acc= 0.9577  time= 0.2301 
Epoch: 0389 train_loss= 0.0066  train_acc= 1.0000  val_loss= 0.1322  val_acc= 0.9577  time= 0.2349 
Epoch: 0390 train_loss= 0.0067  train_acc= 1.0000  val_loss= 0.1131  val_acc= 0.9577  time= 0.2418 
Epoch: 0391 train_loss= 0.0069  train_acc= 1.0000  val_loss= 0.0962  val_acc= 0.9718  time= 0.2480 
Epoch: 0392 train_loss= 0.0068  train_acc= 1.0000  val_loss= 0.0962  val_acc= 0.9718  time= 0.2749 
Epoch: 0393 train_loss= 0.0066  train_acc= 1.0000  val_loss= 0.1067  val_acc= 0.9577  time= 0.2311 
Epoch: 0394 train_loss= 0.0067  train_acc= 1.0000  val_loss= 0.1120  val_acc= 0.9577  time= 0.2291 
Epoch: 0395 train_loss= 0.0064  train_acc= 1.0000  val_loss= 0.1105  val_acc= 0.9577  time= 0.2380 
Epoch: 0396 train_loss= 0.0067  train_acc= 1.0000  val_loss= 0.1102  val_acc= 0.9577  time= 0.2707 
Epoch: 0397 train_loss= 0.0062  train_acc= 1.0000  val_loss= 0.1160  val_acc= 0.9577  time= 0.2318 
Epoch: 0398 train_loss= 0.0064  train_acc= 1.0000  val_loss= 0.1154  val_acc= 0.9577  time= 0.2286 
Epoch: 0399 train_loss= 0.0062  train_acc= 1.0000  val_loss= 0.1144  val_acc= 0.9577  time= 0.2297 
Epoch: 0400 train_loss= 0.0066  train_acc= 1.0000  val_loss= 0.1189  val_acc= 0.9577  time= 0.2441 
Epoch: 0400  Test set results: loss= 0.0701  accuracy= 0.9879 Epoch: 0401 train_loss= 0.0063  train_acc= 1.0000  val_loss= 0.1259  val_acc= 0.9577  time= 0.2669 
Epoch: 0402 train_loss= 0.0064  train_acc= 1.0000  val_loss= 0.1254  val_acc= 0.9577  time= 0.2301 
Epoch: 0403 train_loss= 0.0063  train_acc= 1.0000  val_loss= 0.1143  val_acc= 0.9577  time= 0.2505 
Epoch: 0404 train_loss= 0.0061  train_acc= 1.0000  val_loss= 0.1023  val_acc= 0.9718  time= 0.2678 
Epoch: 0405 train_loss= 0.0063  train_acc= 1.0000  val_loss= 0.0946  val_acc= 0.9718  time= 0.2559 
Epoch: 0406 train_loss= 0.0059  train_acc= 1.0000  val_loss= 0.1010  val_acc= 0.9718  time= 0.2582 
Epoch: 0407 train_loss= 0.0063  train_acc= 1.0000  val_loss= 0.1158  val_acc= 0.9577  time= 0.2492 
Epoch: 0408 train_loss= 0.0062  train_acc= 1.0000  val_loss= 0.1149  val_acc= 0.9577  time= 0.2524 
Epoch: 0409 train_loss= 0.0059  train_acc= 1.0000  val_loss= 0.0982  val_acc= 0.9718  time= 0.2487 
Epoch: 0410 train_loss= 0.0059  train_acc= 1.0000  val_loss= 0.0925  val_acc= 0.9718  time= 0.2307 
Epoch: 0411 train_loss= 0.0059  train_acc= 1.0000  val_loss= 0.0980  val_acc= 0.9718  time= 0.2565 
Epoch: 0412 train_loss= 0.0061  train_acc= 1.0000  val_loss= 0.1081  val_acc= 0.9577  time= 0.3188 
Epoch: 0413 train_loss= 0.0060  train_acc= 1.0000  val_loss= 0.1118  val_acc= 0.9577  time= 0.2373 
Epoch: 0414 train_loss= 0.0060  train_acc= 1.0000  val_loss= 0.1068  val_acc= 0.9718  time= 0.2405 
Epoch: 0415 train_loss= 0.0062  train_acc= 1.0000  val_loss= 0.1004  val_acc= 0.9718  time= 0.2362 
Epoch: 0416 train_loss= 0.0058  train_acc= 1.0000  val_loss= 0.1032  val_acc= 0.9718  time= 0.2514 
Epoch: 0417 train_loss= 0.0059  train_acc= 1.0000  val_loss= 0.1024  val_acc= 0.9718  time= 0.2510 
Epoch: 0418 train_loss= 0.0056  train_acc= 1.0000  val_loss= 0.0996  val_acc= 0.9718  time= 0.2486 
Epoch: 0419 train_loss= 0.0060  train_acc= 1.0000  val_loss= 0.0986  val_acc= 0.9718  time= 0.3112 
Epoch: 0420 train_loss= 0.0056  train_acc= 1.0000  val_loss= 0.0973  val_acc= 0.9718  time= 0.2960 
Epoch: 0421 train_loss= 0.0058  train_acc= 1.0000  val_loss= 0.1141  val_acc= 0.9577  time= 0.2624 
Epoch: 0422 train_loss= 0.0057  train_acc= 1.0000  val_loss= 0.1203  val_acc= 0.9577  time= 0.2817 
Epoch: 0423 train_loss= 0.0054  train_acc= 1.0000  val_loss= 0.1147  val_acc= 0.9718  time= 0.2744 
Epoch: 0424 train_loss= 0.0055  train_acc= 1.0000  val_loss= 0.1080  val_acc= 0.9718  time= 0.2766 
Epoch: 0425 train_loss= 0.0054  train_acc= 1.0000  val_loss= 0.1026  val_acc= 0.9718  time= 0.2701 
Epoch: 0426 train_loss= 0.0054  train_acc= 1.0000  val_loss= 0.1086  val_acc= 0.9577  time= 0.2289 
Epoch: 0427 train_loss= 0.0059  train_acc= 1.0000  val_loss= 0.1067  val_acc= 0.9577  time= 0.2784 
Epoch: 0428 train_loss= 0.0057  train_acc= 1.0000  val_loss= 0.1006  val_acc= 0.9577  time= 0.2971 
Epoch: 0429 train_loss= 0.0056  train_acc= 1.0000  val_loss= 0.1045  val_acc= 0.9577  time= 0.2934 
Epoch: 0430 train_loss= 0.0056  train_acc= 1.0000  val_loss= 0.1159  val_acc= 0.9577  time= 0.3073 
Epoch: 0431 train_loss= 0.0059  train_acc= 1.0000  val_loss= 0.1266  val_acc= 0.9577  time= 0.2431 
Epoch: 0432 train_loss= 0.0058  train_acc= 1.0000  val_loss= 0.1276  val_acc= 0.9577  time= 0.2346 
Epoch: 0433 train_loss= 0.0057  train_acc= 1.0000  val_loss= 0.1115  val_acc= 0.9718  time= 0.2569 
Epoch: 0434 train_loss= 0.0053  train_acc= 1.0000  val_loss= 0.0950  val_acc= 0.9718  time= 0.2432 
Epoch: 0435 train_loss= 0.0053  train_acc= 1.0000  val_loss= 0.0865  val_acc= 0.9859  time= 0.2324 
Epoch: 0436 train_loss= 0.0055  train_acc= 1.0000  val_loss= 0.0973  val_acc= 0.9577  time= 0.3109 
Epoch: 0437 train_loss= 0.0055  train_acc= 1.0000  val_loss= 0.1132  val_acc= 0.9577  time= 0.2501 
Epoch: 0438 train_loss= 0.0055  train_acc= 1.0000  val_loss= 0.1154  val_acc= 0.9577  time= 0.2356 
Epoch: 0439 train_loss= 0.0059  train_acc= 1.0000  val_loss= 0.1017  val_acc= 0.9718  time= 0.2512 
Epoch: 0440 train_loss= 0.0065  train_acc= 1.0000  val_loss= 0.1102  val_acc= 0.9718  time= 0.2374 
Epoch: 0441 train_loss= 0.0100  train_acc= 1.0000  val_loss= 0.1286  val_acc= 0.9577  time= 0.2498 
Epoch: 0442 train_loss= 0.0354  train_acc= 0.9968  val_loss= 0.1143  val_acc= 0.9577  time= 0.2364 
Epoch: 0443 train_loss= 0.4188  train_acc= 0.8782  val_loss= 0.6009  val_acc= 0.7746  time= 0.2823 
Epoch: 0444 train_loss= 1.3136  train_acc= 0.7083  val_loss= 1.4941  val_acc= 0.6197  time= 0.2813 
Epoch: 0445 train_loss= 1.7074  train_acc= 0.5785  val_loss= 2.0071  val_acc= 0.4648  time= 0.2503 
Epoch: 0446 train_loss= 1.2206  train_acc= 0.7067  val_loss= 1.3775  val_acc= 0.6197  time= 0.2441 
